tipo_credito,fecha_prestamo,capital_prestado,plazo_meses,edad_cliente,tipo_laboral,salario_cliente,total_otros_prestamos,cuota_pactada,puntaje,puntaje_datacredito,cant_creditosvigentes,huella_consulta,saldo_mora,saldo_total,saldo_principal,saldo_mora_codeudor,creditos_sectorFinanciero,creditos_sectorCooperativo,creditos_sectorReal,promedio_ingresos_datacredito,tendencia_ingresos,Pago_atiempo,anio_prestamo,mes_prestamo,dia_semana_prestamo,hora_prestamo,relacion_cuota_salario,relacion_deuda_salario,saldo_pendiente_estimado,prediccion_modelo,probabilidad_incumplimiento,probabilidad_pago_atiempo,resultado_prediccion
4,2025-01-21 09:42:00,900000.0,6.0,68.0,Independiente,2500000.0,250000.0,133339.0,95.227787,776.0,4.0,2.0,0.0,197.0,197.0,0.0,0.0,0.0,2.0,,,1,2025,1,1,9,0.0533356,0.46,0.0,1,0.39442049954784986,0.6055795004521501,Pago a tiempo
9,2025-04-02 12:14:00,1498992.0,2.0,65.0,Empleado,5000000.0,1500000.0,591128.0,47.613894,852.0,8.0,6.0,0.0,96799.0,96799.0,0.0,6.0,0.0,1.0,1049516.0,Creciente,0,2025,4,2,12,0.1182256,0.5997984,0.0,1,0.34896655000518084,0.6510334499948192,Pago a tiempo
4,2025-03-27 12:26:00,681661.0,6.0,66.0,Empleado,1500000.0,300000.0,101245.0,95.227787,832.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,931394.0,Creciente,1,2025,3,3,12,0.0674966666666666,0.6544406666666667,0.0,1,0.2996478732811878,0.7003521267188122,Pago a tiempo
4,2024-12-31 16:57:00,624000.0,6.0,65.0,Empleado,1600000.0,500000.0,92448.0,95.227787,812.0,11.0,1.0,0.0,41683.0,40171.0,0.0,3.0,0.0,7.0,,,1,2024,12,1,16,0.05778,0.7025,1512.0,1,0.2931039459455572,0.7068960540544428,Pago a tiempo
4,2025-10-06 15:05:00,2620944.0,8.0,60.0,Empleado,3560000.0,1210000.0,304458.0,95.227787,813.0,6.0,7.0,0.0,6705.0,6705.0,0.0,5.0,0.0,1.0,,,1,2025,10,0,15,0.0855219101123595,1.0761078651685394,0.0,1,0.18698095677531845,0.8130190432246815,Pago a tiempo
4,2025-01-25 18:57:00,3840348.0,10.0,63.0,Independiente,2000000.0,500000.0,354602.0,95.227787,807.0,6.0,2.0,0.0,14204.0,14204.0,0.0,1.0,2.0,2.0,,,1,2025,1,5,18,0.177301,2.170174,0.0,1,0.2881701445891611,0.7118298554108389,Pago a tiempo
4,2025-07-08 18:54:00,720000.0,6.0,49.0,Independiente,3000000.0,0.0,107830.0,95.227787,746.0,10.0,0.0,0.0,25164.0,25164.0,0.0,1.0,0.0,8.0,,,1,2025,7,1,18,0.0359433333333333,0.24,0.0,1,0.2749581067460998,0.7250418932539002,Pago a tiempo
4,2025-01-23 18:04:00,2795460.0,24.0,44.0,Empleado,2000000.0,500000.0,121775.0,95.227787,816.0,13.0,10.0,0.0,16483.0,16483.0,0.0,7.0,0.0,4.0,2479778.0,Creciente,1,2025,1,3,18,0.0608875,1.64773,0.0,0,0.5083355457464642,0.4916644542535358,Posible incumplimiento
4,2025-02-22 08:13:00,2591880.0,12.0,43.0,Empleado,1500000.0,600000.0,203629.0,95.227787,748.0,10.0,7.0,0.0,1178.0,1178.0,0.0,2.0,0.0,5.0,983870.0,Creciente,1,2025,2,5,8,0.1357526666666666,2.12792,0.0,0,0.5987048879933272,0.4012951120066727,Posible incumplimiento
10,2024-12-13 17:47:00,4410240.0,10.0,47.0,Independiente,1750000.0,400000.0,407674.0,95.227787,759.0,3.0,10.0,0.0,14011.0,14011.0,0.0,1.0,0.0,2.0,,,1,2024,12,4,17,0.2329565714285714,2.7487085714285717,0.0,0,0.5725242508989956,0.42747574910100444,Posible incumplimiento
4,2025-03-31 15:24:00,4518750.0,10.0,42.0,Empleado,8200000.0,3000000.0,418737.0,95.227787,793.0,4.0,5.0,0.0,1400.0,1400.0,0.0,2.0,0.0,0.0,2098931.0,Decreciente,1,2025,3,0,15,0.051065487804878,0.916920731707317,0.0,1,0.24579213491228724,0.7542078650877128,Pago a tiempo
4,2024-12-10 10:36:00,3859008.0,6.0,42.0,Empleado,4000000.0,1500000.0,572174.0,95.227787,853.0,1.0,2.0,0.0,27.0,27.0,0.0,1.0,0.0,0.0,4462250.0,Estable,1,2024,12,1,10,0.1430435,1.339752,0.0,1,0.2623947874838992,0.7376052125161008,Pago a tiempo
4,2025-05-10 14:27:00,988800.0,10.0,41.0,Independiente,2500000.0,0.0,91637.0,95.227787,797.0,7.0,3.0,0.0,29883.0,29883.0,0.0,6.0,0.0,1.0,,,1,2025,5,5,14,0.0366548,0.39552,0.0,1,0.42674799722633483,0.5732520027736652,Pago a tiempo
4,2025-01-15 15:07:00,1542840.0,6.0,40.0,Empleado,10000000.0,8000000.0,228757.0,95.227787,719.0,14.0,5.0,0.0,13325.0,13325.0,0.0,2.0,0.0,9.0,908526.0,Estable,1,2025,1,2,15,0.0228757,0.954284,0.0,1,0.4813519670532136,0.5186480329467864,Pago a tiempo
4,2025-01-07 09:12:00,2111641.0,12.0,37.0,Independiente,1500000.0,700000.0,146642.0,95.227787,799.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,916148.0,,1,2025,1,1,9,0.0977613333333333,1.8744273333333328,0.0,1,0.47547506525975036,0.5245249347402496,Pago a tiempo
4,2025-01-23 17:39:00,3664548.0,12.0,44.0,Independiente,1300000.0,800000.0,254483.0,92.428587,785.0,10.0,10.0,0.0,10534.0,10534.0,0.0,2.0,0.0,3.0,,,1,2025,1,3,17,0.1957561538461538,3.434267692307692,0.0,1,0.4800754605925328,0.5199245394074672,Pago a tiempo
4,2025-05-25 10:21:00,1878000.0,6.0,40.0,Empleado,2600000.0,350000.0,279204.0,95.227787,740.0,15.0,4.0,0.0,79499.0,70361.0,0.0,7.0,1.0,4.0,3025421.0,Creciente,1,2025,5,6,10,0.1073861538461538,0.8569230769230769,9138.0,1,0.3167097308458192,0.6832902691541808,Pago a tiempo
9,2025-04-17 16:27:00,679122.0,12.0,39.0,Empleado,3500000.0,2600000.0,47161.0,95.227787,765.0,3.0,5.0,0.0,2328.0,2328.0,0.0,1.0,0.0,0.0,811303.0,Creciente,1,2025,4,3,16,0.0134745714285714,0.936892,0.0,1,0.3701135915885403,0.6298864084114597,Pago a tiempo
4,2025-07-15 13:25:00,1727760.0,6.0,52.0,Empleado,1900000.0,400000.0,258756.0,95.227787,782.0,1.0,8.0,0.0,262.0,262.0,0.0,0.0,0.0,1.0,1086951.0,Creciente,1,2025,7,1,13,0.1361873684210526,1.1198736842105264,0.0,1,0.3549459480247322,0.6450540519752678,Pago a tiempo
4,2024-12-07 17:49:00,3537480.0,6.0,62.0,Empleado,4000000.0,2000000.0,523970.0,95.227787,705.0,10.0,1.0,30.0,35197.0,34910.0,30.0,4.0,0.0,5.0,4744889.0,Decreciente,1,2024,12,5,17,0.1309925,1.38437,287.0,1,0.2383740614636125,0.7616259385363875,Pago a tiempo
4,2025-09-07 13:15:00,7732080.0,6.0,59.0,Empleado,10811000.0,5167000.0,1162054.0,95.227787,826.0,16.0,8.0,0.0,140955.0,140955.0,0.0,8.0,0.0,3.0,,,1,2025,9,6,13,0.1074881139580057,1.1931440199796504,0.0,1,0.26734514555548317,0.7326548544445168,Pago a tiempo
4,2025-07-01 12:48:00,4200000.0,6.0,59.0,Independiente,5000000.0,0.0,626951.0,95.227787,821.0,17.0,7.0,0.0,65114.0,6172.0,0.0,16.0,0.0,0.0,954263.0,Creciente,1,2025,7,1,12,0.1253902,0.84,58942.0,1,0.21651944726397632,0.7834805527360237,Pago a tiempo
4,2025-01-02 17:49:00,1967880.0,12.0,52.0,Empleado,5000000.0,3500000.0,136658.0,95.227787,820.0,11.0,2.0,0.0,38417.0,38417.0,0.0,6.0,0.0,1.0,,,1,2025,1,3,17,0.0273316,1.093576,0.0,1,0.2097352423476101,0.7902647576523899,Pago a tiempo
4,2025-02-10 11:21:00,1484280.0,6.0,63.0,Empleado,1800000.0,500000.0,220456.0,95.227787,837.0,4.0,0.0,0.0,23532.0,23532.0,0.0,2.0,0.0,1.0,1692441.0,Creciente,1,2025,2,0,11,0.1224755555555555,1.1023777777777777,0.0,1,0.19567331402845856,0.8043266859715414,Pago a tiempo
4,2025-09-04 18:11:00,6830221.0,36.0,42.0,Empleado,4170000.0,824000.0,234207.0,95.227787,840.0,9.0,4.0,0.0,60913.0,60913.0,0.0,4.0,0.0,2.0,5600711.0,Decreciente,1,2025,9,3,18,0.0561647482014388,1.8355446043165469,0.0,1,0.15014642931146016,0.8498535706885398,Pago a tiempo
4,2025-02-12 14:22:00,2251081.0,6.0,42.0,Independiente,1500000.0,500000.0,334332.0,95.227787,834.0,4.0,4.0,0.0,50.0,50.0,0.0,3.0,0.0,0.0,917014.0,,1,2025,2,2,14,0.222888,1.834054,0.0,1,0.3796925370633024,0.6203074629366976,Pago a tiempo
4,2025-01-07 10:50:00,794424.0,6.0,43.0,Empleado,1800000.0,600000.0,118101.0,53.364705,780.0,6.0,6.0,0.0,6782.0,6782.0,0.0,3.0,0.0,3.0,,,0,2025,1,1,10,0.0656116666666666,0.77468,0.0,1,0.47884220631424046,0.5211577936857595,Pago a tiempo
4,2025-03-02 14:49:00,1169280.0,6.0,42.0,Empleado,4000000.0,1500000.0,173662.0,95.227787,826.0,3.0,6.0,0.0,2921.0,2921.0,0.0,2.0,0.0,0.0,836027.0,Decreciente,1,2025,3,6,14,0.0434155,0.66732,0.0,1,0.4754960565432934,0.5245039434567066,Pago a tiempo
4,2024-12-18 16:19:00,1943761.0,6.0,41.0,Empleado,1500000.0,700000.0,288504.0,95.227787,808.0,1.0,2.0,0.0,2197.0,2197.0,0.0,1.0,0.0,0.0,908526.0,Estable,1,2024,12,2,16,0.192336,1.7625073333333334,0.0,1,0.28718223670021503,0.712817763299785,Pago a tiempo
4,2025-03-25 17:07:00,1876680.0,12.0,41.0,Empleado,2000000.0,500000.0,147609.0,95.227787,758.0,4.0,2.0,0.0,1498.0,1498.0,0.0,1.0,0.0,0.0,,,1,2025,3,1,17,0.0738045,1.18834,0.0,1,0.23970922969393416,0.7602907703060658,Pago a tiempo
4,2025-01-10 08:19:00,2435160.0,18.0,41.0,Independiente,3800000.0,1000000.0,134300.0,95.227787,769.0,6.0,10.0,0.0,28222.0,18800.0,0.0,4.0,0.0,2.0,916148.0,Creciente,1,2025,1,4,8,0.0353421052631579,0.9039894736842106,9422.0,0,0.7520112613090675,0.24798873869093258,Posible incumplimiento
4,2025-05-25 12:48:00,6927600.0,18.0,41.0,Empleado,7000000.0,0.0,384394.0,26.027948,740.0,2.0,5.0,0.0,1101.0,1101.0,0.0,1.0,0.0,1.0,1052777.0,Creciente,0,2025,5,6,12,0.0549134285714285,0.9896571428571428,0.0,1,0.3632943778097153,0.6367056221902847,Pago a tiempo
4,2025-03-02 11:34:00,1535796.0,12.0,42.0,Independiente,900000.0,300000.0,120809.0,95.227787,851.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,2025,3,6,11,0.1342322222222222,2.039773333333333,0.0,1,0.48525123291591066,0.5147487670840893,Pago a tiempo
4,2025-09-24 18:21:00,1663800.0,6.0,44.0,Empleado,2650000.0,1722000.0,250038.0,95.227787,797.0,8.0,4.0,0.0,40710.0,40710.0,0.0,2.0,0.0,3.0,5567383.0,Creciente,1,2025,9,2,18,0.0943539622641509,1.2776603773584905,0.0,1,0.12576674687242362,0.8742332531275764,Pago a tiempo
4,2025-02-27 17:54:00,2178000.0,12.0,41.0,Empleado,1600000.0,950000.0,170889.0,95.227787,816.0,7.0,4.0,0.0,17249.0,17249.0,0.0,2.0,0.0,2.0,1205833.0,Creciente,1,2025,2,3,17,0.106805625,1.955,0.0,1,0.28347370194798616,0.7165262980520138,Pago a tiempo
4,2025-05-19 11:48:00,1632000.0,6.0,42.0,Independiente,15000000.0,10500000.0,243220.0,95.227787,786.0,7.0,6.0,0.0,10273.0,10273.0,0.0,3.0,0.0,2.0,1012735.0,Decreciente,1,2025,5,0,11,0.0162146666666666,0.8088,0.0,1,0.42855473532887867,0.5714452646711213,Pago a tiempo
9,2025-03-06 11:16:00,1563280.0,11.0,41.0,Independiente,2500000.0,1800000.0,121766.0,95.227787,868.0,4.0,3.0,0.0,2444.0,2444.0,0.0,3.0,0.0,0.0,,,1,2025,3,3,11,0.0487064,1.345312,0.0,1,0.3731683184416571,0.6268316815583429,Pago a tiempo
4,2024-12-07 16:03:00,1860000.0,12.0,62.0,Empleado,3000000.0,2000000.0,145644.0,95.227787,868.0,4.0,2.0,0.0,675.0,675.0,0.0,2.0,0.0,1.0,,,1,2024,12,5,16,0.048548,1.2866666666666666,0.0,1,0.32330656610887,0.67669343389113,Pago a tiempo
4,2025-01-19 11:22:00,2362680.0,12.0,65.0,Independiente,1100000.0,500000.0,164075.0,95.227787,761.0,5.0,5.0,0.0,3926.0,3926.0,0.0,0.0,0.0,5.0,,,1,2025,1,6,11,0.1491590909090909,2.602436363636364,0.0,0,0.6246317422195236,0.3753682577804764,Posible incumplimiento
4,2025-01-22 16:26:00,1200000.0,12.0,66.0,Empleado,2500000.0,600000.0,83333.0,95.227787,874.0,5.0,2.0,0.0,1676.0,1676.0,0.0,4.0,0.0,0.0,,,1,2025,1,2,16,0.0333332,0.72,0.0,1,0.2148952928716985,0.7851047071283015,Pago a tiempo
4,2025-04-05 15:27:00,1696084.0,12.0,62.0,Empleado,3000000.0,1000000.0,133405.0,95.227787,801.0,3.0,0.0,0.0,616.0,616.0,0.0,0.0,0.0,0.0,30793.0,Creciente,1,2025,4,5,15,0.0444683333333333,0.8986946666666666,0.0,1,0.26727987187641455,0.7327201281235854,Pago a tiempo
4,2025-01-17 15:36:00,5839320.0,10.0,64.0,Empleado,2500000.0,100000.0,539202.0,95.227787,818.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4401236.0,Creciente,1,2025,1,4,15,0.2156808,2.375728,0.0,1,0.18054779632106766,0.8194522036789323,Pago a tiempo
4,2025-12-07 13:38:00,8640000.0,6.0,64.0,Empleado,4964000.0,1190000.0,1318169.0,95.227787,877.0,6.0,3.0,0.0,51162.0,51162.0,0.0,5.0,0.0,0.0,2834060.0,Estable,1,2025,12,6,13,0.2655457292506044,1.9802578565672844,0.0,1,0.12565442776169378,0.8743455722383062,Pago a tiempo
4,2025-07-25 13:02:00,2019600.0,8.0,64.0,Independiente,2810000.0,0.0,228730.0,95.227787,888.0,2.0,3.0,0.0,5898.0,5898.0,0.0,2.0,0.0,0.0,,,1,2025,7,4,13,0.0813985765124555,0.7187188612099644,0.0,1,0.23637900360578112,0.7636209963942189,Pago a tiempo
4,2025-01-07 14:43:00,6755760.0,12.0,62.0,Empleado,10000000.0,4000000.0,469150.0,95.227787,875.0,13.0,2.0,0.0,483797.0,483797.0,0.0,11.0,0.0,0.0,8181818.0,Creciente,1,2025,1,1,14,0.046915,1.075576,0.0,1,0.051081953182561146,0.9489180468174389,Pago a tiempo
4,2025-04-15 11:43:00,2419200.0,10.0,61.0,Independiente,3000000.0,0.0,224179.0,95.227787,835.0,3.0,1.0,0.0,1879.0,1879.0,0.0,2.0,0.0,0.0,,,1,2025,4,1,11,0.0747263333333333,0.8064,0.0,1,0.25418679142743494,0.7458132085725651,Pago a tiempo
4,2025-01-06 11:23:00,1941420.0,6.0,60.0,Empleado,5700000.0,2500000.0,287951.0,95.227787,825.0,9.0,5.0,0.0,72636.0,72636.0,0.0,5.0,0.0,1.0,,,1,2025,1,0,11,0.0505177192982456,0.7791964912280702,0.0,1,0.2923450725947101,0.7076549274052899,Pago a tiempo
4,2025-09-20 19:06:00,2245200.0,6.0,62.0,Empleado,2320000.0,0.0,337431.0,95.227787,808.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,,1,2025,9,5,19,0.1454443965517241,0.9677586206896552,,1,0.21838575513066116,0.7816142448693388,Pago a tiempo
4,2025-06-24 19:04:00,4624800.0,6.0,60.0,Empleado,2500000.0,450000.0,687806.0,53.32723,814.0,1.0,4.0,0.0,4345.0,4345.0,0.0,1.0,0.0,0.0,,,0,2025,6,1,19,0.2751224,2.02992,0.0,1,0.17896580852603283,0.8210341914739672,Pago a tiempo
4,2025-03-15 11:53:00,2292964.0,12.0,62.0,Empleado,1000000.0,400000.0,180369.0,95.227787,854.0,8.0,2.0,0.0,6700.0,6700.0,0.0,4.0,0.0,1.0,1522921.0,Creciente,1,2025,3,5,11,0.180369,2.692964,0.0,1,0.24605193798113534,0.7539480620188647,Pago a tiempo
9,2025-04-23 11:33:00,2898998.0,9.0,55.0,Empleado,30000000.0,6000000.0,271390.0,95.227787,866.0,18.0,8.0,0.0,49303.0,49303.0,0.0,10.0,0.0,2.0,23336836.0,Creciente,1,2025,4,2,11,0.0090463333333333,0.2966332666666667,0.0,1,0.04669847561719542,0.9533015243828046,Pago a tiempo
4,2025-04-02 14:51:00,1673880.0,24.0,41.0,Empleado,2300000.0,1500000.0,73344.0,95.227787,803.0,5.0,5.0,0.0,3611.0,3611.0,0.0,2.0,0.0,3.0,,,1,2025,4,2,14,0.0318886956521739,1.3799478260869564,0.0,0,0.5013274195500519,0.4986725804499481,Posible incumplimiento
4,2025-03-08 11:55:00,965881.0,6.0,63.0,Empleado,1500000.0,150000.0,143558.0,95.227787,840.0,4.0,1.0,0.0,24328.0,10569.0,0.0,2.0,0.0,2.0,931394.0,Creciente,1,2025,3,5,11,0.0957053333333333,0.7439206666666667,13759.0,1,0.30899444200853854,0.6910055579914615,Pago a tiempo
4,2025-01-19 13:10:00,2435880.0,12.0,59.0,Empleado,4000000.0,1000000.0,169158.0,95.227787,804.0,10.0,6.0,0.0,77030.0,77030.0,0.0,7.0,0.0,2.0,3000000.0,Decreciente,1,2025,1,6,13,0.0422895,0.85897,0.0,1,0.4142891131293063,0.5857108868706937,Pago a tiempo
9,2025-08-30 14:58:00,3088913.0,5.0,59.0,Empleado,2170000.0,0.0,504616.0,95.227787,859.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,1,2025,8,5,14,0.2325419354838709,1.4234622119815667,0.0,1,0.19903621587777343,0.8009637841222266,Pago a tiempo
4,2025-04-19 14:13:00,1416000.0,6.0,60.0,Independiente,5000000.0,2000000.0,210506.0,95.227787,814.0,12.0,4.0,0.0,19544.0,19544.0,0.0,6.0,0.0,4.0,939017.0,Creciente,1,2025,4,5,14,0.0421012,0.6832,0.0,1,0.4040674163402841,0.5959325836597159,Pago a tiempo
4,2025-03-31 14:48:00,3600000.0,6.0,59.0,Empleado,5000000.0,2000000.0,535184.0,95.227787,874.0,8.0,0.0,0.0,184069.0,184069.0,0.0,6.0,0.0,2.0,,,1,2025,3,0,14,0.1070368,1.12,0.0,1,0.13777910801697946,0.8622208919830205,Pago a tiempo
4,2025-02-23 18:03:00,4369920.0,12.0,60.0,Empleado,3500000.0,1000000.0,343320.0,95.227787,885.0,16.0,3.0,0.0,105313.0,81714.0,0.0,7.0,2.0,3.0,,,1,2025,2,6,18,0.0980914285714285,1.5342628571428572,23599.0,1,0.14823800138110987,0.8517619986188901,Pago a tiempo
4,2024-12-29 16:42:00,2393641.0,12.0,38.0,Independiente,7000000.0,2500000.0,166225.0,95.227787,858.0,15.0,11.0,0.0,104683.0,104683.0,0.0,11.0,0.0,0.0,3000000.0,Estable,1,2024,12,6,16,0.0237464285714285,0.6990915714285715,0.0,1,0.48658937185213746,0.5134106281478625,Pago a tiempo
4,2025-08-10 14:23:00,3461700.0,6.0,57.0,Independiente,3500000.0,1500000.0,513266.0,95.227787,843.0,4.0,3.0,0.0,3366.0,3366.0,0.0,2.0,0.0,1.0,,,1,2025,8,6,14,0.1466474285714285,1.4176285714285717,0.0,1,0.3106225544559855,0.6893774455440145,Pago a tiempo
4,2025-03-21 16:01:00,1070280.0,8.0,57.0,Empleado,1200000.0,400000.0,121604.0,95.227787,771.0,4.0,5.0,0.0,454.0,454.0,0.0,1.0,0.0,2.0,981370.0,Creciente,1,2025,3,4,16,0.1013366666666666,1.2252333333333334,0.0,1,0.3403491742382656,0.6596508257617344,Pago a tiempo
9,2025-03-19 13:43:00,821208.0,5.0,57.0,Independiente,5000000.0,2000000.0,133225.0,95.227787,879.0,5.0,4.0,0.0,28760.0,28760.0,0.0,4.0,0.0,1.0,,,1,2025,3,2,13,0.026645,0.5642416,0.0,1,0.31299687160070966,0.6870031283992903,Pago a tiempo
4,2025-03-30 19:14:00,1052280.0,6.0,59.0,Empleado,1600000.0,800000.0,156391.0,95.227787,854.0,4.0,5.0,0.0,3894.0,3894.0,0.0,2.0,1.0,0.0,2382221.0,Decreciente,1,2025,3,6,19,0.097744375,1.157675,0.0,1,0.26713250369940134,0.7328674963005987,Pago a tiempo
4,2025-01-23 11:35:00,3068280.0,12.0,58.0,Independiente,1500000.0,350000.0,213075.0,95.227787,795.0,7.0,1.0,0.0,3456.0,3456.0,0.0,3.0,0.0,2.0,,,1,2025,1,3,11,0.14205,2.278853333333333,0.0,1,0.3116691709045303,0.6883308290954697,Pago a tiempo
4,2025-01-18 18:53:00,3220680.0,12.0,58.0,Independiente,7000000.0,2500000.0,223658.0,95.227787,859.0,4.0,0.0,0.0,17200.0,17200.0,0.0,4.0,0.0,0.0,3020294.0,Estable,1,2025,1,5,18,0.0319511428571428,0.81724,0.0,1,0.2438701782881536,0.7561298217118464,Pago a tiempo
4,2025-04-03 13:13:00,3690396.0,36.0,56.0,Empleado,3000000.0,1200000.0,119713.0,95.227787,811.0,9.0,5.0,0.0,54837.0,54837.0,0.0,5.0,0.0,3.0,,,1,2025,4,3,13,0.0399043333333333,1.630132,0.0,1,0.47864303443052236,0.5213569655694776,Pago a tiempo
4,2025-05-25 12:38:00,2764586.0,12.0,55.0,Empleado,2500000.0,600000.0,217581.0,95.227787,810.0,7.0,0.0,0.0,46232.0,46232.0,0.0,4.0,0.0,2.0,,,1,2025,5,6,12,0.0870324,1.3458344,0.0,1,0.23432730094482446,0.7656726990551755,Pago a tiempo
4,2025-03-25 11:52:00,1145880.0,12.0,56.0,Empleado,6000000.0,2500000.0,90129.0,95.227787,786.0,15.0,6.0,0.0,112487.0,112487.0,0.0,6.0,0.0,5.0,,,1,2025,3,1,11,0.0150215,0.6076466666666667,0.0,1,0.340295384469418,0.659704615530582,Pago a tiempo
4,2025-08-12 12:33:00,2789280.0,6.0,55.0,Independiente,1000000.0,7115000.0,419880.0,89.2295,837.0,7.0,7.0,0.0,543690.0,543690.0,0.0,7.0,0.0,0.0,963410.0,Creciente,1,2025,8,1,12,0.41988,9.90428,0.0,1,0.17628075063084958,0.8237192493691504,Pago a tiempo
9,2025-05-28 16:53:00,1269000.0,9.0,55.0,Independiente,5000000.0,2000000.0,118911.0,95.227787,761.0,6.0,9.0,0.0,72564.0,72564.0,0.0,1.0,0.0,3.0,,,1,2025,5,2,16,0.0237822,0.6538,0.0,1,0.46616302515781516,0.5338369748421848,Pago a tiempo
4,2025-01-17 15:43:00,4296000.0,6.0,54.0,Empleado,12000000.0,4000000.0,636470.0,85.897119,854.0,11.0,4.0,0.0,178451.0,178451.0,0.0,7.0,0.0,2.0,820701.0,Creciente,1,2025,1,4,15,0.0530391666666666,0.6913333333333334,0.0,1,0.26463481431473024,0.7353651856852698,Pago a tiempo
4,2024-12-07 17:27:00,1860000.0,6.0,56.0,Empleado,2500000.0,1800000.0,275757.0,95.227787,792.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,2024,12,5,17,0.1103028,1.464,0.0,1,0.37119832525338303,0.628801674746617,Pago a tiempo
4,2025-03-25 12:10:00,799200.0,6.0,54.0,Empleado,3000000.0,1000000.0,118778.0,95.227787,820.0,16.0,7.0,0.0,91311.0,13626.0,0.0,7.0,2.0,7.0,2330675.0,Creciente,1,2025,3,1,12,0.0395926666666666,0.5997333333333333,77685.0,1,0.27581624222360057,0.7241837577763994,Pago a tiempo
4,2025-04-11 08:13:00,3749700.0,12.0,55.0,Empleado,2500000.0,1700000.0,294569.0,95.227787,813.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,939017.0,Creciente,1,2025,4,4,8,0.1178276,2.17988,,1,0.3263373546638013,0.6736626453361987,Pago a tiempo
4,2025-05-31 18:31:00,2390159.0,6.0,58.0,Independiente,2200000.0,500000.0,356769.0,95.227787,851.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,2025,5,5,18,0.1621677272727272,1.3137086363636363,0.0,1,0.29199577888350825,0.7080042211164917,Pago a tiempo
9,2025-01-03 15:49:00,2396952.0,10.0,54.0,Empleado,2800000.0,1000000.0,203298.0,95.227787,894.0,7.0,1.0,0.0,7607.0,7607.0,,2.0,0.0,1.0,,,1,2025,1,4,15,0.0726064285714285,1.2131971428571429,0.0,1,0.19932886758447343,0.8006711324155266,Pago a tiempo
4,2025-04-15 11:02:00,895440.0,6.0,53.0,Empleado,1700000.0,850000.0,132997.0,95.227787,832.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2075000.0,Creciente,1,2025,4,1,11,0.0782335294117647,1.026729411764706,0.0,1,0.35854121482332124,0.6414587851766788,Pago a tiempo
4,2025-04-25 10:46:00,1440000.0,6.0,65.0,Independiente,10000000.0,5000000.0,214943.0,89.979287,755.0,7.0,6.0,0.0,125755.0,125755.0,0.0,2.0,2.0,1.0,,,1,2025,4,4,10,0.0214943,0.644,0.0,1,0.3558811559245101,0.6441188440754899,Pago a tiempo
4,2025-10-21 17:30:00,3396000.0,36.0,67.0,Independiente,1550000.0,558000.0,122006.0,95.227787,758.0,3.0,5.0,0.0,10212.0,10212.0,0.0,1.0,0.0,2.0,,,1,2025,10,1,17,0.0787135483870967,2.550967741935484,0.0,1,0.40624816722409773,0.5937518327759023,Pago a tiempo
4,2025-05-06 15:05:00,610231.0,8.0,64.0,Empleado,1800000.0,600000.0,70010.0,95.227787,839.0,4.0,2.0,0.0,18659.0,8637.0,0.0,0.0,2.0,2.0,946640.0,Creciente,1,2025,5,1,15,0.0388944444444444,0.6723505555555556,10022.0,1,0.17627302943478607,0.8237269705652139,Pago a tiempo
4,2025-01-15 18:39:00,611040.0,6.0,68.0,Independiente,3500000.0,1200000.0,90599.0,95.227787,826.0,12.0,5.0,0.0,2648.0,2648.0,0.0,2.0,0.0,9.0,,,1,2025,1,2,18,0.0258854285714285,0.51744,0.0,1,0.4501165408170327,0.5498834591829673,Pago a tiempo
4,2025-01-23 16:51:00,2077440.0,6.0,67.0,Independiente,1500000.0,600000.0,308022.0,95.227787,885.0,5.0,6.0,0.0,270.0,270.0,0.0,3.0,0.0,0.0,908526.0,Estable,1,2025,1,3,16,0.205348,1.78496,0.0,1,0.32816704266166297,0.671832957338337,Pago a tiempo
4,2025-12-02 16:52:00,9600000.0,36.0,51.0,Empleado,3149000.0,506000.0,358922.0,95.227787,776.0,10.0,6.0,0.0,4918.0,4918.0,0.0,4.0,0.0,3.0,974074.0,Decreciente,1,2025,12,1,16,0.1139796760876468,3.2092727850111147,0.0,1,0.13709127438477386,0.8629087256152261,Pago a tiempo
4,2025-01-20 08:39:00,7699999.0,12.0,50.0,Independiente,4000000.0,3000000.0,602181.0,95.227787,798.0,5.0,3.0,0.0,12325.0,12325.0,0.0,1.0,3.0,1.0,,,1,2025,1,0,8,0.15054525,2.67499975,0.0,1,0.22843385530233207,0.7715661446976679,Pago a tiempo
